New PAW TMT results file!
Program "PAW_quantitative_report.py" run on Sun Oct 15 16:01:44 2017
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_PAMI_GMCSF_A_TMT_20161027	Total_PAMI_GMCSF_B_TMT_20161028	Total_PAMI_GMCSF_C_TMT_20161031	Total_PAMI_GMCSF_D_TMT_20161101	Unique_PAMI_GMCSF_A_TMT_20161027	Unique_PAMI_GMCSF_B_TMT_20161028	Unique_PAMI_GMCSF_C_TMT_20161031	Unique_PAMI_GMCSF_D_TMT_20161101	Corrected_PAMI_GMCSF_A_TMT_20161027	Corrected_PAMI_GMCSF_B_TMT_20161028	Corrected_PAMI_GMCSF_C_TMT_20161031	Corrected_PAMI_GMCSF_D_TMT_20161101	PSMs_Used_PAMI_GMCSF_A_TMT_20161027	TotInt_126C_PAMI_GMCSF_A_TMT_20161027	TotInt_127N_PAMI_GMCSF_A_TMT_20161027	TotInt_127C_PAMI_GMCSF_A_TMT_20161027	TotInt_128N_PAMI_GMCSF_A_TMT_20161027	TotInt_128C_PAMI_GMCSF_A_TMT_20161027	TotInt_129N_PAMI_GMCSF_A_TMT_20161027	TotInt_129C_PAMI_GMCSF_A_TMT_20161027	TotInt_130N_PAMI_GMCSF_A_TMT_20161027	TotInt_130C_PAMI_GMCSF_A_TMT_20161027	TotInt_131N_PAMI_GMCSF_A_TMT_20161027	PSMs_Used_PAMI_GMCSF_B_TMT_20161028	TotInt_126C_PAMI_GMCSF_B_TMT_20161028	TotInt_127N_PAMI_GMCSF_B_TMT_20161028	TotInt_127C_PAMI_GMCSF_B_TMT_20161028	TotInt_128N_PAMI_GMCSF_B_TMT_20161028	TotInt_128C_PAMI_GMCSF_B_TMT_20161028	TotInt_129N_PAMI_GMCSF_B_TMT_20161028	TotInt_129C_PAMI_GMCSF_B_TMT_20161028	TotInt_130N_PAMI_GMCSF_B_TMT_20161028	TotInt_130C_PAMI_GMCSF_B_TMT_20161028	TotInt_131N_PAMI_GMCSF_B_TMT_20161028	PSMs_Used_PAMI_GMCSF_C_TMT_20161031	TotInt_126C_PAMI_GMCSF_C_TMT_20161031	TotInt_127N_PAMI_GMCSF_C_TMT_20161031	TotInt_127C_PAMI_GMCSF_C_TMT_20161031	TotInt_128N_PAMI_GMCSF_C_TMT_20161031	TotInt_128C_PAMI_GMCSF_C_TMT_20161031	TotInt_129N_PAMI_GMCSF_C_TMT_20161031	TotInt_129C_PAMI_GMCSF_C_TMT_20161031	TotInt_130N_PAMI_GMCSF_C_TMT_20161031	TotInt_130C_PAMI_GMCSF_C_TMT_20161031	TotInt_131N_PAMI_GMCSF_C_TMT_20161031	PSMs_Used_PAMI_GMCSF_D_TMT_20161101	TotInt_126C_PAMI_GMCSF_D_TMT_20161101	TotInt_127N_PAMI_GMCSF_D_TMT_20161101	TotInt_127C_PAMI_GMCSF_D_TMT_20161101	TotInt_128N_PAMI_GMCSF_D_TMT_20161101	TotInt_128C_PAMI_GMCSF_D_TMT_20161101	TotInt_129N_PAMI_GMCSF_D_TMT_20161101	TotInt_129C_PAMI_GMCSF_D_TMT_20161101	TotInt_130N_PAMI_GMCSF_D_TMT_20161101	TotInt_130C_PAMI_GMCSF_D_TMT_20161101	TotInt_131N_PAMI_GMCSF_D_TMT_20161101
1838	1	sp|Q60598|SRC8_MOUSE	 	 	 	 	28.8	546	61249	Src substrate cortactin OS=Mus musculus GN=Cttn PE=1 SV=2	52	52	1.000	10	12	14	16	10	12	14	16	10.000	12.000	14.000	16.000	10	334343.041017	230151.541992	374406.404052	251861.825195	252772.818116	272981.678102	287611.261716	286421.523437	208275.682618	369027.242922	12	670758.989503	470879.365052	669423.838135	567086.90393	543120.129882	473297.772339	365251.983398	567590.510375	621253.479248	656144.775391	14	497384.45752	419152.765992	470305.954348	523491.233399	586913.533448	471569.603759	375745.307983	503722.105712	443193.079835	562119.084228	16	776058.279053	550797.989011	532833.581726	620696.559815	606610.907469	806360.39917	555803.316407	924596.004211	578384.036621	730541.726805
1839	1	sp|Q60604|ADSV_MOUSE	 	 	 	 	6.0	715	80253	Adseverin OS=Mus musculus GN=Scin PE=1 SV=3	6	6	1.000	1	2	1	2	1	2	1	2	1.000	2.000	1.000	2.000	1	50.0	1360.578857	875.577393	1909.351807	1994.518677	2167.093018	1553.36499	957.129944	1353.923218	50.0	2	6376.898438	27108.46875	6217.492676	6456.038086	5445.950684	4056.697021	2270.986084	11896.608398	3866.171631	2612.108887	1	15797.354492	11538.268555	13620.208984	13175.704102	15350.425781	14658.599609	18700.884766	8230.892578	14859.402344	6086.043945	2	6481.756225	5059.13678	7227.288208	5560.918946	7938.575805	3951.001801	4534.80072	3849.74292	7789.232178	6963.284668
1840	1	sp|Q60605|MYL6_MOUSE	 	 	sp|P05977|MYL1_MOUSE, sp|P09542|MYL3_MOUSE, sp|Q60605|MYL6_MOUSE	 	60.3	151	16930	Myosin light polypeptide 6 OS=Mus musculus GN=Myl6 PE=1 SV=3	105	95	0.905	25	24	28	28	22	22	25	26	24.538	23.571	27.500	27.793	22	2103901.37525	1488572.32666	2035816.91211	1850804.6875	1757749.16895	2727370.25391	2586918.84241	3221951.79053	3268624.28613	3697559.04932	22	2286868.47558	4231730.06225	2117228.26025	2278047.83643	2061034.38745	2869713.32666	2956110.04199	4645191.71484	4176048.42847	3799033.56812	25	2254497.46533	1989591.78564	1877431.01843	2068265.80689	2429025.47937	4830186.66235	4249694.64221	5121823.51526	7075988.23535	6118579.94641	26	1033543.44299	863692.621704	861900.052979	1038747.32837	1053648.99756	1943087.39258	1899720.67615	3582092.57959	3203188.45788	2837450.03467
1841	1	sp|Q60631|GRB2_MOUSE	 	 	 	 	53.9	217	25238	Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1	28	28	1.000	5	8	7	8	5	8	7	8	5.000	8.000	7.000	8.000	5	100387.822754	68625.111084	101641.240967	65197.672485	72105.641358	71844.642334	57822.130127	69212.234864	59821.322999	63302.523925	8	610872.946535	468906.438231	584597.66211	469613.747558	460839.937744	498192.097411	509010.716676	540355.104491	531533.290284	647259.838868	7	569254.861817	408030.907714	489828.450195	528065.825195	616605.047851	471503.694336	477439.972657	567970.811522	577348.836915	649453.341796	8	191749.218872	136383.877198	136035.337249	153457.340209	140363.354003	173387.734192	128335.086945	221190.280702	126556.515258	172688.264099
1842	1	sp|Q60634|FLOT2_MOUSE	 	 	 	 	37.1	428	47038	Flotillin-2 OS=Mus musculus GN=Flot2 PE=1 SV=2	61	61	1.000	15	11	18	17	15	11	18	17	15.000	11.000	18.000	17.000	15	516368.986574	370568.100828	362760.867432	534062.782226	739081.318602	500228.927123	637307.565673	497992.490846	496516.944214	351767.427125	11	559263.071291	483883.011719	552152.854492	412062.380371	447595.715332	573568.266602	415653.29834	554167.717771	582895.360352	407752.783202	18	760601.598633	691620.727782	576619.750488	967359.897706	650465.447388	752913.636721	750969.536009	646756.55786	714491.353882	915114.652587	17	760526.662354	488772.571043	454907.074829	404019.326172	560645.8396	751209.841798	458450.745117	538001.57202	540040.303099	495642.515625
1843	1	sp|Q60648|SAP3_MOUSE	 	 	 	 	40.9	193	20824	Ganglioside GM2 activator OS=Mus musculus GN=Gm2a PE=1 SV=2	52	52	1.000	15	12	11	14	15	12	11	14	15.000	12.000	11.000	14.000	15	449181.197508	353530.305299	1862714.11548	475411.699952	469169.557862	863234.994873	2820880.61279	880619.715333	495429.884643	371419.589355	12	1704670.08692	3374173.84424	946142.246339	1453647.43091	745370.698242	1515824.0835	397242.305299	1130272.69678	295927.343995	324009.776064	11	1611654.22559	425074.0177	675525.433838	397409.404695	767649.648073	427426.711946	1810687.96045	431012.035645	1389574.46704	410562.420351	14	442953.258911	1031941.76953	748170.326052	981878.181517	877662.96399	356637.322266	1041357.79566	666871.993042	2786914.28906	1001740.2185
1844	1	sp|Q60662|AKAP4_MOUSE	 	 	 	 	42.4	849	93795	A-kinase anchor protein 4 OS=Mus musculus GN=Akap4 PE=1 SV=1	143	143	1.000	19	65	25	34	19	65	25	34	19.000	65.000	25.000	34.000	19	140830.904298	86643.339202	105810.578155	501340.252871	199689.802887	823731.562715	346891.819826	806486.908936	171519.012209	98921.116577	65	889450.74011	1059450.3081	1321540.70971	364820.732908	1113044.44031	639891.971008	285723.286925	17546598.7529	70991.081482	656676.422484	25	1498544.89502	149324.943848	3307287.04688	142161.495056	261396.878296	240911.740661	218179.185183	111597.74756	1281641.87426	146067.4848	34	89625.203003	793530.355896	124865.017121	569526.529662	3028603.47436	113244.70569	831894.814453	100455.149415	331139.683257	264337.6391
1845	1	sp|Q60668|HNRPD_MOUSE	 	 	sp|Q60668|HNRPD_MOUSE, sp|Q99020|ROAA_MOUSE, sp|Q9Z130|HNRDL_MOUSE	 	21.7	355	38354	Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus GN=Hnrnpd PE=1 SV=2	46	27	0.587	13	10	11	12	8	6	7	6	10.190	7.333	8.750	8.750	8	230313.19754	419530.31665	334415.467835	279160.410157	207466.824646	278320.818908	297353.576844	315133.584382	430021.224731	303826.804932	6	545958.460937	473298.480957	431816.552491	702022.097656	337728.582031	305262.436524	195438.011475	315071.533203	290535.47998	413821.704834	7	403234.952393	444009.457031	281959.040283	286932.634034	254611.612548	344016.009766	268086.398681	465102.43164	381000.770508	325525.423585	6	179051.573366	181061.730652	291842.976868	149534.308106	174465.509277	159730.100587	174445.858643	154895.794068	194989.938965	220081.323792
1846	1	sp|Q60675|LAMA2_MOUSE	 	 	 	 	27.2	3118	343811	Laminin subunit alpha-2 OS=Mus musculus GN=Lama2 PE=1 SV=2	221	221	1.000	58	57	54	52	58	57	54	52	58.000	57.000	54.000	52.000	58	2339376.48877	2059927.2727	1626188.82837	1793390.427	2233561.06409	1884613.80469	2303594.68646	1857501.01965	1789695.79986	1418371.92627	57	1472502.51444	2642322.92175	1831350.88672	1316494.7699	1466774.12793	2440570.2738	1661582.60107	1437619.13171	2018333.97449	1349475.08942	54	2059226.1319	1595496.30606	1151324.53262	1743422.24634	1261549.33234	2423056.47742	1876506.21167	1408721.40289	1901152.0752	2069184.7572	52	2046754.03458	1360955.36298	1272555.26498	1060400.30786	1397778.79968	1866219.90949	1334329.02664	1086785.60474	2017430.10535	1299680.16998
1847	1	sp|Q60676|PPP5_MOUSE	 	 	 	 	28.1	499	56876	Serine/threonine-protein phosphatase 5 OS=Mus musculus GN=Ppp5c PE=1 SV=3	41	41	1.000	8	11	12	10	8	11	12	10	8.000	11.000	12.000	10.000	8	87306.604247	66786.672118	93168.102538	112255.140136	84364.758301	79338.992432	69879.454347	72038.266114	65934.943604	72787.732911	11	196940.941894	142058.978729	200565.54895	156305.971803	157782.996825	149040.183838	149257.632326	185637.328247	177949.735597	188836.973145	12	227878.780394	173100.33374	187690.882935	223962.517822	182087.222963	177729.59259	175101.341674	206406.610963	195458.148071	235317.229798	10	197847.642213	147041.330078	132953.148315	148591.682618	157769.011232	197716.924563	145829.98352	173900.064943	138915.367796	170022.521851
1848	1	sp|Q60692|PSB6_MOUSE	 	 	 	 	24.8	238	25378	Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3	39	39	1.000	11	7	11	10	11	7	11	10	11.000	7.000	11.000	10.000	11	1203365.4985	974256.393036	1087253.94693	1025129.14282	957552.802124	963718.552918	981953.744386	1050937.50061	917151.345398	1127059.48486	7	544902.320313	458757.762208	557888.523193	406087.395753	443365.609864	482554.009522	534109.826172	529280.041261	503025.318848	521415.909668	11	1140547.64294	875805.784302	928134.976441	1075914.83411	959663.782684	1213464.88709	1087062.39099	1207854.53772	1314056.48767	1516240.39813	10	694531.55713	482562.244749	439845.480712	515839.148682	521127.148925	782874.247558	532649.949951	712890.813721	595407.171387	693750.581055
1849	1	sp|Q60710|SAMH1_MOUSE	 	 	 	 	54.4	627	72650	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Mus musculus GN=Samhd1 PE=1 SV=2	149	149	1.000	40	40	34	35	40	40	34	35	40.000	40.000	34.000	35.000	40	1766690.13501	1555089.07269	2384294.21448	1292000.71766	1330173.21436	1509925.57996	1163994.11725	1556896.03168	1458710.28357	1440034.32276	40	2177183.87427	1205894.98279	1733571.60071	2320592.66632	1349370.17981	1221631.03174	1206870.6463	1311506.5426	1226238.82788	2175404.20178	34	2141571.16187	1778342.37244	1787145.92188	1439354.99048	2321666.73804	1547093.99475	1713312.40381	2058180.97296	1868258.88043	1869248.48157	35	1698421.40234	1448289.93579	1716942.26562	1710843.82984	1554263.50684	1739387.49097	1402708.95483	2222201.81714	1170697.7666	1917270.22022
1850	1	sp|Q60714|S27A1_MOUSE	 	 	sp|Q60714|S27A1_MOUSE, sp|Q91VE0|S27A4_MOUSE	 	47.8	646	71275	Long-chain fatty acid transport protein 1 OS=Mus musculus GN=Slc27a1 PE=1 SV=1	116	110	0.948	27	32	27	30	26	30	25	29	26.963	31.935	26.852	30.000	26	596651.21814	1019288.44873	581748.568115	740869.094483	904887.081911	837184.097169	1026146.77313	819396.605104	979842.736084	534699.193361	30	1128595.08301	689097.188048	807003.847294	1219026.73023	651888.84491	642155.358032	851300.279451	516231.9552	611425.936278	829948.098146	25	693090.685428	651431.427428	545606.294553	515955.946045	615609.561096	550497.84427	507205.308231	687538.61676	607254.285339	591142.688597	29	455483.940859	458868.262943	628133.690794	439520.711703	485687.911253	471366.506347	451737.467772	519950.163207	478265.865357	592379.86444
1851	1	sp|Q60715|P4HA1_MOUSE	 	 	 	 	17.8	534	60909	Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1 PE=1 SV=2	19	19	1.000	4	4	6	5	4	4	6	5	4.000	4.000	6.000	5.000	4	73552.983764	56590.15509	66579.262451	58092.274659	55096.249512	53555.667969	49475.534179	54537.89978	50047.708373	53782.165466	4	26035.122314	22309.148072	21380.908692	25579.354462	18191.657165	22209.500976	20434.737916	22731.201905	17837.164552	18777.399659	6	105307.278809	91867.00476	96875.951905	100691.364502	114784.915772	93588.516236	92383.021728	77738.78247	98442.721436	106419.093506	5	86375.024414	64154.677246	56816.65918	64398.569336	62542.502929	76649.052246	52932.83252	87144.981445	60541.917968	66316.42041
1852	1	sp|Q60716|P4HA2_MOUSE	 	 	 	 	13.6	537	61001	Prolyl 4-hydroxylase subunit alpha-2 OS=Mus musculus GN=P4ha2 PE=1 SV=1	9	9	1.000	3	1	4	1	3	1	4	1	3.000	1.000	4.000	1.000	3	16520.886352	10478.29773	13454.250976	15641.438721	12790.991578	18774.838135	17538.256714	15931.898315	15474.126282	13142.055054	1	3553.104248	4835.833008	3814.872803	2840.930664	3819.467529	4328.32373	4598.841309	3930.345947	4052.172607	2370.026611	4	16950.519531	11172.475311	11862.054322	17634.931397	15059.288818	16711.125733	14232.122802	6728.802856	14444.331421	15889.986694	1	4000.243896	3780.812012	2115.083252	2890.51709	3616.665039	3643.174561	3237.62085	5829.057129	3987.036865	3137.391357
1853	1	sp|Q60736|ZP3R_MOUSE	 	 	 	 	16.6	579	64950	Zona pellucida sperm-binding protein 3 receptor OS=Mus musculus GN=Zp3r PE=1 SV=1	17	17	1.000	3	5	4	5	3	5	4	5	3.000	5.000	4.000	5.000	3	25984.211914	13716.144287	28747.321533	88509.050781	37617.208374	60892.583984	29582.765289	59735.842774	36200.900635	24200.127319	5	78562.917724	86894.98462	63527.267823	30623.116059	55712.834167	29902.701202	19068.092652	545148.989136	15143.638672	45339.75348	4	16268.12268	50.0	49030.624511	1525.56903	3998.718751	1560.374207	2147.704712	50.0	11210.54065	1528.352783	5	16745.762207	50023.854736	15302.535156	49374.758789	142440.430664	22185.604492	52052.5896	15153.602051	37186.142944	36312.952881
1854	1	sp|Q60737|CSK21_MOUSE	 	 	 	 	27.6	391	45133	Casein kinase II subunit alpha OS=Mus musculus GN=Csnk2a1 PE=1 SV=2	28	28	1.000	4	9	8	7	4	9	8	7	4.000	9.000	8.000	7.000	4	104523.33844	144432.139099	109538.793213	83113.47815	97212.61145	103374.087524	92870.302123	98848.050049	103369.516235	93226.47412	9	264533.441163	159142.129273	220362.885498	203157.349975	171884.206664	166775.113768	211948.489867	237906.771484	166952.21643	251158.184815	8	207573.006835	180839.70691	185619.83789	171746.998413	217486.411376	169964.267823	158975.058105	158157.842775	173920.614502	173458.484559	7	214224.0166	193897.958984	220334.081788	229665.615846	231437.788574	206783.729614	188031.126954	290188.820802	190284.530274	229105.820191
1855	1	sp|Q60739|BAG1_MOUSE	 	 	 	 	38.3	355	39740	BAG family molecular chaperone regulator 1 OS=Mus musculus GN=Bag1 PE=1 SV=3	52	52	1.000	12	15	12	13	12	15	12	13	12.000	15.000	12.000	13.000	12	598856.636474	594086.287963	523903.919068	576562.785034	573781.506835	494289.14026	574913.558351	505694.190795	474303.176818	321006.633423	15	531089.343507	524415.383302	502854.521241	458622.554442	406994.989563	457414.273682	466755.34619	646322.598509	418844.489747	493590.010496	12	290594.718627	239200.869995	250837.347168	215559.614012	221682.457062	255956.519654	259537.112914	130374.947875	251300.798951	245087.350829	13	290165.335815	248100.501921	280067.83612	249552.099792	299894.361815	253693.828614	231323.070616	248693.458466	276631.228882	204027.061035
1856	1	sp|Q60749|KHDR1_MOUSE	 	 	 	 	18.3	443	48370	KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Mus musculus GN=Khdrbs1 PE=1 SV=2	12	12	1.000	3	3	3	3	3	3	3	3	3.000	3.000	3.000	3.000	3	49314.815429	46579.979981	57149.827148	49155.874512	34028.547363	42318.758301	45359.723144	43630.922852	40891.388672	30345.077636	3	271915.147217	162017.838623	216322.864258	264074.775878	169715.657104	159281.213867	108019.343109	197094.045654	176494.093139	228385.39209	3	99295.440918	89988.145264	96356.476074	66813.290649	101424.622071	69952.492676	63418.139161	67067.810302	85132.14502	94116.511963	3	128988.716797	85160.897461	90393.113281	77623.49707	92937.713867	132957.544921	85031.206054	104709.59375	87939.532226	87668.309571
1857	1	sp|Q60751|IGF1R_MOUSE	 	 	sp|P15208|INSR_MOUSE, sp|Q60751|IGF1R_MOUSE	 	1.5	1373	155787	Insulin-like growth factor 1 receptor OS=Mus musculus GN=Igf1r PE=1 SV=3	2	1	0.500	2	0	0	0	1	0	0	0	1.500	0.000	0.000	0.000	1	59058.910156	50751.671875	58060.851562	57390.699219	76047.757812	87265.023438	58598.484375	94543.695312	58907.839844	137257.28125	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1858	1	sp|Q60759|GCDH_MOUSE	 	 	 	 	28.5	438	48605	Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Gcdh PE=1 SV=2	31	31	1.000	10	9	4	8	10	9	4	8	10.000	9.000	4.000	8.000	10	215559.558103	243805.132325	188739.864746	192189.403319	224391.198242	229882.647462	224392.557128	234039.771972	272534.904297	155275.769041	9	251201.814208	227043.290771	245796.591796	188909.125001	205981.94287	353017.364745	265404.360841	234523.593992	238658.531005	200693.679198	4	118994.074219	118524.863281	88563.677734	164161.990234	72707.616211	161716.59375	100818.73047	116620.980469	108530.462891	111991.044922	8	244311.521485	170741.224611	176060.280274	153387.466797	174930.829101	184513.935546	162448.480468	132995.117187	218774.747071	194184.807617
1859	1	sp|Q60770|STXB3_MOUSE	 	 	sp|Q60770|STXB3_MOUSE, sp|Q64324|STXB2_MOUSE	 	23.5	592	67942	Syntaxin-binding protein 3 OS=Mus musculus GN=Stxbp3 PE=1 SV=1	31	30	0.968	5	6	10	10	5	6	9	10	5.000	6.000	9.474	10.000	5	155718.291015	104881.057496	136087.312255	141887.698486	162490.297852	178555.156494	273270.196044	171315.433351	205511.034668	121542.391723	6	70080.62622	69493.215821	58661.032715	64047.576171	50394.931396	72024.624756	42661.356081	57992.640259	67611.012573	62715.082397	9	419057.983276	424958.060669	366585.570648	383209.898683	412193.001831	369084.488526	343782.636109	326045.556519	360902.050782	392676.328309	10	203203.01416	181208.090699	225720.97998	171064.029908	189101.657469	174833.380371	184802.439332	235595.983643	245247.481507	231064.05066
1860	1	sp|Q60772|CDN2C_MOUSE	 	 	 	 	50.0	168	18066	Cyclin-dependent kinase 4 inhibitor C OS=Mus musculus GN=Cdkn2c PE=1 SV=1	43	43	1.000	10	10	13	10	10	10	13	10	10.000	10.000	13.000	10.000	10	208944.166474	283305.47583	223314.122804	178777.635009	166954.199769	204299.840302	276406.007691	202313.88391	270585.701904	148603.106567	10	305420.190673	393389.262451	360599.593505	255759.494507	285352.594483	390606.963013	378575.193115	217669.573731	308911.589356	275385.87793	13	389402.484743	439170.936401	252816.500977	357091.480957	219925.38086	536584.151368	293053.496827	327570.208863	342570.666138	328360.751465	10	294835.661257	245405.631895	286139.73767	221894.707275	201638.398499	276770.330445	228268.759643	168584.448487	347662.428346	249473.802003
1861	1	sp|Q60778|IKBB_MOUSE	 	 	 	 	7.8	359	37965	NF-kappa-B inhibitor beta OS=Mus musculus GN=Nfkbib PE=1 SV=2	2	2	1.000	0	2	0	0	0	2	0	0	0.000	2.000	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	35280.667969	23103.672364	31530.527343	28244.755859	29980.549804	27744.477539	28307.475586	38002.464844	33268.62207	36829.695312	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1862	1	sp|Q60780|GAS7_MOUSE	 	 	 	 	11.6	421	48173	Growth arrest-specific protein 7 OS=Mus musculus GN=Gas7 PE=1 SV=1	8	8	1.000	2	1	3	2	2	1	3	2	2.000	1.000	3.000	2.000	2	26126.053711	20155.556153	22285.255859	17743.20166	16997.901855	18697.109863	18932.558593	15879.004883	18907.188477	19161.045898	1	1934.029907	1259.229126	1973.052612	1151.502808	1395.602905	1026.328857	50.0	50.0	961.221313	1973.619263	3	88688.040161	76895.326538	68325.448608	56554.771973	137890.55835	69920.17688	76075.282349	62971.126586	84863.310913	107292.73999	2	14347.251221	10218.196472	9449.361695	12319.194824	12844.908447	12869.54895	9638.373413	20266.237305	9858.718995	14734.7229
1863	1	sp|Q60790|RASA3_MOUSE	 	 	 	 	23.6	834	95986	Ras GTPase-activating protein 3 OS=Mus musculus GN=Rasa3 PE=1 SV=2	43	43	1.000	12	11	10	10	12	11	10	10	12.000	11.000	10.000	10.000	12	263575.785644	194018.593383	204224.527832	250993.645508	216758.412599	239395.392089	214584.565429	241135.194337	217315.20166	444298.733641	11	244955.181763	249848.023194	304075.463868	259124.313598	265369.502654	302410.593505	244484.174074	198370.906493	313859.874023	284058.12848	10	172515.342773	158189.032958	162507.768555	173857.483397	216176.052246	147077.863526	154363.210449	130580.153808	158756.124023	208433.596191	10	169649.671387	114073.566649	116249.166016	125166.195067	132146.964843	174475.99463	114536.458008	193002.288085	113884.504151	115622.581055
1864	1	sp|Q60805|MERTK_MOUSE	 	 	 	 	3.0	994	110156	Tyrosine-protein kinase Mer OS=Mus musculus GN=Mertk PE=1 SV=1	3	3	1.000	1	0	0	2	1	0	0	2	1.000	0.000	0.000	2.000	1	1875.12085	2398.676758	2343.405029	480.818909	1774.182129	1536.07373	1245.468262	2094.075195	2820.302979	1362.395508	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	8078.390014	7223.717652	7551.945313	5835.944092	7607.482177	6756.365723	8281.330932	8054.579834	7752.621338	7095.708252
1865	1	sp|Q60823|AKT2_MOUSE	 	 	sp|P31750|AKT1_MOUSE, sp|Q60823|AKT2_MOUSE, sp|Q8BSK8|KS6B1_MOUSE	 	39.5	481	55741	RAC-beta serine/threonine-protein kinase OS=Mus musculus GN=Akt2 PE=1 SV=1	60	46	0.767	13	16	15	16	10	12	12	12	11.922	14.824	14.350	15.150	10	265237.752928	225249.274536	241620.819151	176542.547609	196741.396363	204158.989197	218829.803588	194505.000976	215518.080078	171730.393555	12	551975.307618	426876.266603	440735.261962	403485.93921	388939.863281	466301.707644	404560.121948	248004.891113	440215.440795	507207.585694	12	262187.941651	225435.12024	218985.61377	222513.848632	225573.252563	219232.263428	197584.312378	191398.634764	218224.742431	235749.332522	12	503002.855467	370917.624755	451772.332764	376735.156981	353149.046142	473261.787843	360715.647461	459164.927491	436974.371827	458343.249757
1866	1	sp|Q60847|COCA1_MOUSE	 	 	 	 	8.4	3120	340210	Collagen alpha-1(XII) chain OS=Mus musculus GN=Col12a1 PE=2 SV=3	48	48	1.000	12	18	8	10	12	18	8	10	12.000	18.000	8.000	10.000	12	75532.327453	72760.942933	67507.591797	186913.07666	111019.435546	106140.789947	101743.869263	102795.537598	85293.882142	75650.879273	18	146104.114504	99273.159422	128168.912293	54807.261963	102542.637573	52852.013184	80707.110839	643544.932129	37556.196106	60290.531556	8	57028.16211	26871.249756	50355.302492	16242.065795	21453.606995	40992.12378	30382.37561	13751.994629	52438.717531	33304.183045	10	62556.466675	100210.720337	81577.372193	78026.714355	181261.406006	66639.32965	95077.053466	61362.676148	96817.552673	72922.167571
1867	1	sp|Q60854|SPB6_MOUSE	 	 	 	 	57.4	378	42598	Serpin B6 OS=Mus musculus GN=Serpinb6 PE=1 SV=1	322	322	1.000	94	80	78	70	94	80	78	70	94.000	80.000	78.000	70.000	94	6901972.20771	3823393.04986	6271905.48651	4926369.72144	5104427.78739	4604843.62408	3810707.35034	4784246.26904	3099996.97119	6177069.51465	80	5297161.06146	3263798.78272	4969889.85578	3017918.31738	4043116.94714	4037484.11902	4782281.64673	4586006.55609	6610687.16791	7459897.79932	78	5112990.39758	3640981.18411	3638291.66773	4673902.31809	4357476.06976	4143189.31265	5437838.62805	5484772.7565	5317374.565	7000590.0094	70	6057497.9715	3802189.59885	3172403.56738	3856092.4068	4451466.65991	6500807.04071	3840440.15354	4630557.98261	3442970.65411	5340327.99439
1868	1	sp|Q60855|RIPK1_MOUSE	 	 	 	 	13.3	656	74854	Receptor-interacting serine/threonine-protein kinase 1 OS=Mus musculus GN=Ripk1 PE=1 SV=1	22	22	1.000	3	7	6	6	3	7	6	6	3.000	7.000	6.000	6.000	3	142269.017578	125060.890138	159810.630859	92301.780761	120872.915039	106216.796387	112298.672851	113714.57959	115562.265137	96143.288574	7	147663.593262	109792.067871	129295.272705	147759.831541	111079.518066	123877.18213	113581.9729	123578.999512	116363.708555	145515.866211	6	170076.9888	119581.511902	203206.870483	134801.355835	171280.856446	116157.625611	138460.799072	103769.335877	140542.348389	141616.519837	6	146480.31494	120668.021484	129137.042114	154464.158449	139828.438719	140719.52771	119526.17041	197902.47339	124276.581055	142130.270996
1869	1	sp|Q60860|LTC4S_MOUSE	 	 	 	 	17.3	150	16814	Leukotriene C4 synthase OS=Mus musculus GN=Ltc4s PE=1 SV=1	6	6	1.000	1	2	1	2	1	2	1	2	1.000	2.000	1.000	2.000	1	32301.28125	9798.367188	17490.822266	20802.699219	21563.089844	21263.751953	9504.188477	17302.888672	16337.694336	8784.665039	2	24341.335938	16214.123535	32576.703125	20720.111328	25315.872071	17051.700195	25255.117187	36631.936523	30656.542969	24257.4375	1	19340.615234	10933.575195	20884.523438	25721.75	51900.664062	15588.976562	25190.029297	11228.195312	17903.136719	19136.320312	2	21465.918701	16591.658203	10355.578857	20914.695069	19031.442139	17488.299804	13697.905273	42342.368164	13090.929565	9309.640625
